ticker,section,key,title,style,applicability,sharpe,cagr,max_drawdown,calmar,ann_volatility,ann_turnover,hit_rate,params
AFL,6.5,6.5.volatility_targeting,Volatility targeting with risk-free asset,allocation,active,0.7534586841423148,0.12590900803291039,-0.3843117260715825,0.32762208252125613,0.17883621464265712,3.061449323561206,0.5522103658536586,"{""target_vol"": ""0.15 (54% of folds)"", ""vol_window"": ""63 (68% of folds)"", ""max_leverage"": ""1.0 (73% of folds)"", ""rebalance_threshold"": ""0.1 (76% of folds)"", ""annualization"": ""252""}"
AFL,4.6,4.6.multi_asset_trend,Multi-asset trend following,momentum,active,0.7341327211761999,0.11789753912611034,-0.22471083258694002,0.5246633540930702,0.17212773122633415,8.163109756097565,0.4641768292682927,"{""formation"": ""252 (70% of folds)"", ""weighting"": ""inverse_vol"", ""ma_filter"": ""False (69% of folds)"", ""ma_length"": ""200 (90% of folds)""}"
AFL,4.1.2,4.1.2.dual_momentum,Dual-momentum rotation,momentum,active,0.7176747991724106,0.11016355408519507,-0.23173893489096364,0.4753778390197078,0.16464045924120632,8.739329268292684,0.4428353658536585,"{""formation"": ""252"", ""fraction"": ""0.34"", ""ma_length"": ""200 (73% of folds)""}"
AFL,3.11,3.11.single_moving_average,Single moving average,technical,active,0.24985831157985008,0.030651071391098572,-0.6411055014689788,0.04780971512624227,0.2258652219612131,16.23018292682927,0.4371189024390244,"{""length"": ""200 (72% of folds)"", ""kind"": ""sma (75% of folds)"", ""lam"": ""0.9"", ""long_only"": ""True (80% of folds)""}"
AFL,3.20,3.20.alpha_combo,Alpha combos,combo,active,0.20318517775076983,0.018719402043979594,-0.7422201002620795,0.0252208233613853,0.25422378102125803,46.769817073170735,0.5282012195121951,"{""d"": ""63 (55% of folds)"", ""n_factors"": ""2 (62% of folds)""}"
AFL,10.4,10.4.trend_following,Trend following (sign/vol weighting),momentum,active,0.10580949570906469,-0.006061817321033058,-0.6526618747896646,-0.009287837324627886,0.2543904472391817,20.071646341463413,0.5232469512195121,"{""formation"": ""252 (53% of folds)"", ""vol_window"": ""63"", ""smoothing"": ""sign"", ""demean_returns"": ""False"", ""dollar_neutral"": ""False""}"
AFL,3.14,3.14.support_resistance,Support and resistance,technical,active,0.01396100010976849,-0.019598324691213587,-0.5471258097666551,-0.03582050844863655,0.21486729603301447,88.9298780487805,0.3361280487804878,"{""lookback"": ""5 (51% of folds)"", ""long_only"": ""True (89% of folds)""}"
AFL,3.12,3.12.two_moving_averages,Two moving averages,technical,active,-0.2100953722924735,-0.08271935877938175,-0.6946834544751344,-0.1190748941068131,0.25437300720906847,14.693597560975611,0.49847560975609756,"{""fast"": ""20 (51% of folds)"", ""slow"": ""100 (44% of folds)"", ""kind"": ""sma"", ""stop_loss"": ""0.0""}"
AFL,3.15,3.15.channel,Channel (Donchian),technical,active,-0.2513663255528629,-0.07523212081294706,-0.719077724993481,-0.10462307230227316,0.21564062235834996,12.58079268292683,0.27477134146341464,"{""length"": ""10 (44% of folds)"", ""mode"": ""reversion (82% of folds)"", ""long_only"": ""True (75% of folds)""}"
AFL,3.13,3.13.three_moving_averages,Three moving averages,technical,active,-0.28437350047139115,-0.08423236553722324,-0.6910306320706686,-0.12189382297687952,0.2210700860720793,23.817073170731707,0.3384146341463415,"{""t1"": ""5 (37% of folds)"", ""t2"": ""20 (38% of folds)"", ""t3"": ""100 (43% of folds)"", ""kind"": ""sma""}"
AFL,3.17,3.17.single_stock_knn,Single-stock KNN,machine-learning,active,-0.4541298051735258,-0.12382797581365379,-0.7880070210812709,-0.1571407011624619,0.23079023105348656,118.79725609756098,0.3708079268292683,"{""horizon"": ""5 (98% of folds)"", ""k"": ""5 (73% of folds)"", ""feature_lengths"": ""(5, 21, 63)"", ""z1"": ""0.01 (52% of folds)"", ""z2"": ""0.0""}"
AFL,3.1,3.1.price_momentum_long_only,Price-momentum (long-only),momentum,not applicable: degenerates to buy & hold,0.7438633281025838,0.16969123726041024,-0.5489019106471194,0.3091467418292558,0.25402408864418774,0.09603658536585366,0.5525914634146342,"{""formation"": ""252"", ""skip"": ""21"", ""criterion"": ""cumulative"", ""fraction"": ""0.34"", ""weighting"": ""uniform""}"
AFL,3.4,3.4.low_volatility,Low-volatility anomaly,factor,not applicable: degenerates to buy & hold,0.7438633281025838,0.16969123726041024,-0.5489019106471194,0.3091467418292558,0.25402408864418774,0.09603658536585366,0.5525914634146342,"{""vol_window"": ""252"", ""fraction"": ""0.34"", ""long_only"": ""True""}"
AFL,4.1,4.1.momentum_rotation,Momentum rotation,momentum,not applicable: degenerates to buy & hold,0.7438633281025838,0.16969123726041024,-0.5489019106471194,0.3091467418292558,0.25402408864418774,0.09603658536585366,0.5525914634146342,"{""formation"": ""252"", ""fraction"": ""0.34""}"
AFL,3.1,3.1.price_momentum,Price-momentum,momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.6,3.6.multifactor,Multifactor portfolio (rank blend),factor,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.7,3.7.residual_momentum,Residual momentum (market-residual proxy),momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.8,3.8.pairs_trading,Pairs trading,mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.9,3.9.mean_reversion_single_cluster,Mean-reversion (single cluster),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.9.1,3.9.1.mean_reversion_multi_cluster,Mean-reversion (multiple clusters),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.10,3.10.mean_reversion_weighted_regression,Mean-reversion (weighted regression),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.18,3.18.stat_arb_optimization,Statistical arbitrage (mean-variance optimisation),optimization,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,3.18.1,3.18.1.stat_arb_dollar_neutral,Statistical arbitrage (dollar-neutral),optimization,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,4.1.1,4.1.1.momentum_rotation_ma_filter,Momentum rotation with MA filter,momentum,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,4.3,4.3.r_squared,R-squared selectivity,factor,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,4.4,4.4.mean_reversion_ibs,Mean-reversion (internal bar strength),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,10.3,10.3.contrarian,Contrarian trading (market-index demeaned),mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
AFL,10.3.1,10.3.1.contrarian_market_activity,Contrarian trading with volume filter,mean-reversion,not applicable: takes no position on a one-name universe,,,,,,,,{}
